"Client"	"RegistrationDt"	"Age"	"Gender"	"MaritalStatus"	"HasChildren"	"NumChildren"	"PostalCode"	"Zone"	"City"
"2074"	"144290766"	"2009-07-31 00:00:00.000"	80	"F"	"S"	"N"	0	"4400-116"	"PORTO"	"V.N.GAIA"
"2075"	"144293030"	"2010-05-13 00:00:00.000"	53	"M"	"M"	"Y"	2	"4465-040"	"PORTO"	"SÃO MAMEDE DE INFESTA"
"2076"	"144295563"	"2008-11-17 00:00:00.000"	63	"M"	""	"N"	0	"4445-239"	"PORTO"	"ALFENA"
"2077"	"144296632"	"2009-04-07 00:00:00.000"	53	"F"	"M"	"N"	3	"4435-047"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2078"	"144301172"	"2008-01-01 00:00:00.000"	59	"F"	""	"N"	0	"4445-303"	"PORTO"	"ERMESINDE"
"2079"	"144301792"	"2008-09-25 00:00:00.000"	41	"F"	"M"	"Y"	1	"4430-088"	"PORTO"	"V.N.GAIA"
"2080"	"144305453"	"2008-10-09 00:00:00.000"	61	"M"	""	"Y"	1	"4425-162"	"PORTO"	"MAIA"
"2081"	"144305585"	"2013-08-28 00:00:00.000"	60	"F"	""	"Y"	4	"4200-458"	"PORTO"	"PORTO"
"2082"	"144307448"	"2009-05-04 00:00:00.000"	49	"F"	""	"N"	0	"4000-073"	"PORTO"	"PORTO"
"2083"	"144311372"	"2013-03-17 00:00:00.000"	63	"F"	""	"Y"	2	"4435-042"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2084"	"144317591"	"2008-10-09 00:00:00.000"	58	"F"	""	"N"	0	"4250-407"	"PORTO"	"PORTO"
"2085"	"144327902"	"2008-08-04 00:00:00.000"	85	"M"	"S"	"N"	0	"4150-153"	"PORTO"	"PORTO"
"2086"	"144361728"	"2014-04-30 00:00:00.000"	57	"M"	"M"	"N"	1	"4550-754"	"OUTROS"	"SANTA MARIA DE SARDOURA"
"2087"	"144364336"	"2014-01-30 00:00:00.000"	69	"M"	"M"	"Y"	1	"4700-363"	"BRAGA"	"BRAGA"
"2088"	"144367190"	"2013-08-28 00:00:00.000"	53	"M"	""	"Y"	2	"4300-218"	"PORTO"	"PORTO"
"2089"	"144371790"	"2008-10-02 00:00:00.000"	61	"F"	""	"N"	0	"4050-179"	"PORTO"	"PORTO"
"2090"	"144379600"	"2013-10-15 00:00:00.000"	54	"F"	"M"	"Y"	1	"4620-779"	"BRAGA"	"TORNO"
"2091"	"144404869"	"2008-12-09 00:00:00.000"	53	"M"	"S"	"N"	0	"4200-033"	"PORTO"	"PORTO"
"2092"	"144421615"	"2014-02-25 00:00:00.000"	60	"F"	"M"	"Y"	1	"4450-207"	"PORTO"	"MATOSINHOS"
"2093"	"144530252"	"2012-07-26 00:00:00.000"	62	"M"	"S"	"N"	0	"4420-040"	"RIO TINTO - GONDOMAR"	"GONDOMAR"
"2094"	"144530481"	"2008-10-31 00:00:00.000"	59	"F"	"S"	"N"	0	"4350-278"	"PORTO"	"PORTO"
"2095"	"144530812"	"2009-04-07 00:00:00.000"	62	"M"	""	"N"	0	"4435-323"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2096"	"144537044"	"2013-03-17 00:00:00.000"	57	"M"	"S"	"N"	0	"4425-621"	"PORTO"	"MAIA"
"2097"	"144561310"	"2008-11-17 00:00:00.000"	71	"F"	""	"N"	0	"4765-689"	"BRAGA"	"BAIRRO"
"2098"	"144563380"	"2008-11-17 00:00:00.000"	51	"M"	""	"Y"	1	"4475-178"	"PORTO"	"MAIA"
"2099"	"144573938"	"2008-12-09 00:00:00.000"	68	"F"	"M"	"Y"	1	"4400-055"	"PORTO"	"V.N.GAIA"
"2100"	"144575680"	"2009-06-12 00:00:00.000"	55	"F"	"M"	"Y"	3	"4350-679"	"PORTO"	"PORTO"
"2101"	"144575892"	"2008-08-15 00:00:00.000"	58	"F"	"S"	"Y"	2	"4200-259"	"PORTO"	"PORTO"
"2102"	"144585090"	"2012-11-09 00:00:00.000"	45	"F"	""	"Y"	2	"4050-515"	"PORTO"	"PORTO"
"2103"	"144593548"	"2009-03-12 00:00:00.000"	55	"M"	"M"	"Y"	1	"4050-401"	"PORTO"	"PORTO"
"2104"	"144595967"	"2013-05-03 00:00:00.000"	58	"F"	"M"	"Y"	1	"4445-374"	"PORTO"	"ERMESINDE"
"2105"	"144623382"	"2008-01-01 00:00:00.000"	78	"M"	"M"	"N"	0	"4400-165"	"PORTO"	"V.N.GAIA"
"2106"	"144630745"	"2013-12-06 00:00:00.000"	76	"M"	"M"	"Y"	1	"4000-073"	"PORTO"	"PORTO"
"2107"	"144630842"	"2009-06-12 00:00:00.000"	54	"F"	"S"	"N"	0	"4350-197"	"PORTO"	"PORTO"
"2108"	"144631407"	"2008-11-17 00:00:00.000"	75	"F"	""	"N"	0	"4400-367"	"PORTO"	"V.N.GAIA"
"2109"	"144631660"	"2008-08-04 00:00:00.000"	66	"M"	""	"Y"	1	"4150-215"	"PORTO"	"PORTO"
"2110"	"144637251"	"2008-01-01 00:00:00.000"	64	"F"	""	"Y"	1	"4250-126"	"PORTO"	"PORTO"
"2111"	"144637260"	"2008-12-09 00:00:00.000"	69	"M"	""	"Y"	3	"4000-255"	"PORTO"	"PORTO"
"2112"	"144642905"	"2011-10-07 00:00:00.000"	74	"M"	"S"	"N"	0	"4400-428"	"PORTO"	"V.N.GAIA"
"2113"	"144646153"	"2011-10-07 00:00:00.000"	55	"F"	""	"Y"	4	"4435-318"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2114"	"144647940"	"2012-04-24 00:00:00.000"	58	"M"	"M"	"N"	0	"4050-059"	"PORTO"	"PORTO"
"2115"	"144703726"	"2010-06-28 00:00:00.000"	80	"M"	"M"	"Y"	2	"4250-293"	"PORTO"	"PORTO"
"2116"	"144760924"	"2009-11-20 00:00:00.000"	49	"M"	"S"	"N"	0	"4470-151"	"PORTO"	"MAIA"
"2117"	"144816075"	"2008-10-02 00:00:00.000"	74	"F"	""	"N"	0	"4435-017"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2118"	"144827646"	"2009-11-20 00:00:00.000"	54	"M"	"M"	"N"	0	"4470-087"	"PORTO"	"MAIA"
"2119"	"144835649"	"2014-02-25 00:00:00.000"	63	"F"	""	"N"	0	"4300-428"	"PORTO"	"PORTO"
"2120"	"144837021"	"2010-03-11 00:00:00.000"	63	"M"	""	"N"	0	"4250-363"	"PORTO"	"PORTO"
"2121"	"144885760"	"2013-10-15 00:00:00.000"	63	"M"	""	"N"	0	"4715-198"	"BRAGA"	"BRAGA"
"2122"	"144887632"	"2013-03-17 00:00:00.000"	60	"F"	"M"	"N"	0	"4435-048"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2123"	"144929864"	"2008-10-31 00:00:00.000"	55	"F"	""	"N"	0	"4050-228"	"PORTO"	"PORTO"
"2124"	"144933535"	"2009-06-23 00:00:00.000"	74	"F"	"M"	"Y"	4	"4250-205"	"PORTO"	"PORTO"
"2125"	"144934590"	"2008-09-25 00:00:00.000"	59	"F"	""	"Y"	1	"4400-236"	"PORTO"	"V.N.GAIA"
"2126"	"144936640"	"2011-06-17 00:00:00.000"	55	"M"	"S"	"N"	0	"4430-330"	"PORTO"	"V.N.GAIA"
"2127"	"144942801"	"2009-12-14 00:00:00.000"	64	"F"	"M"	"Y"	3	"4050-122"	"PORTO"	"PORTO"
"2128"	"144942810"	"2008-12-06 00:00:00.000"	72	"F"	"M"	"Y"	3	"4050-495"	"PORTO"	"PORTO"
"2129"	"144963280"	"2010-05-16 00:00:00.000"	55	"F"	"S"	"N"	0	"4250-215"	"PORTO"	"PORTO"
"2130"	"144966081"	"2012-07-26 00:00:00.000"	44	"M"	"M"	"Y"	1	"4050-610"	"PORTO"	"PORTO"
"2131"	"144988887"	"2013-09-30 00:00:00.000"	49	"F"	""	"N"	0	"4150-373"	"PORTO"	"PORTO"
"2132"	"145011127"	"2008-10-31 00:00:00.000"	62	"M"	""	"Y"	1	"4425-656"	"PORTO"	"MAIA"
"2133"	"145011542"	"2014-02-25 00:00:00.000"	54	"M"	"S"	"N"	0	"4445-512"	"PORTO"	"RIO TINTO"
"2134"	"145011607"	"2013-03-17 00:00:00.000"	56	"M"	"M"	"N"	4	"4445-210"	"PORTO"	"ALFENA"
"2135"	"145060993"	"2008-01-01 00:00:00.000"	55	"F"	""	"N"	0	"4435-043"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2136"	"145063437"	"2013-03-17 00:00:00.000"	53	"F"	"S"	"N"	0	"4350-154"	"PORTO"	"PORTO"
"2137"	"145063577"	"2008-10-31 00:00:00.000"	54	"M"	""	"Y"	3	"4100-292"	"PORTO"	"PORTO"
"2138"	"145100723"	"2008-08-05 00:00:00.000"	58	"F"	"S"	"N"	0	"4510-622"	"PORTO"	"FÂNZERES"
"2139"	"145359670"	"2013-11-28 00:00:00.000"	45	"M"	"M"	"Y"	1	"4935-471"	"OUTROS"	"VIANA DO CASTELO"
"2140"	"145447596"	"2008-12-09 00:00:00.000"	57	"M"	""	"N"	0	"4200-289"	"PORTO"	"PORTO"
"2141"	"145519740"	"2008-12-06 00:00:00.000"	81	"F"	""	"Y"	3	"4300-198"	"PORTO"	"PORTO"
"2142"	"145519767"	"2011-08-17 00:00:00.000"	76	"M"	""	"N"	0	"4050-139"	"PORTO"	"PORTO"
"2143"	"145523896"	"2011-03-09 00:00:00.000"	58	"M"	"S"	"Y"	1	"4000-294"	"PORTO"	"PORTO"
"2144"	"145701654"	"2013-05-03 00:00:00.000"	65	"M"	""	"Y"	1	"4435-318"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2145"	"145701948"	"2008-08-15 00:00:00.000"	58	"F"	"S"	"N"	0	"4350-276"	"PORTO"	"PORTO"
"2146"	"145705412"	"2014-07-22 00:00:00.000"	69	"M"	"S"	"N"	0	"4900-443"	"OUTROS"	"VIANA DO CASTELO"
"2147"	"145781976"	"2012-04-24 00:00:00.000"	61	"M"	"S"	"N"	0	"4535-299"	"OUTROS"	"PAÇOS DE BRANDÃO"
"2148"	"145792790"	"2009-05-20 00:00:00.000"	79	"F"	"M"	"N"	0	"3700-195"	"OUTROS"	"SÃO JOÃO DA MADEIRA"
"2149"	"145889029"	"2009-02-11 00:00:00.000"	51	"M"	"S"	"N"	0	"4430-798"	"PORTO"	"AVINTES"
"2150"	"145891704"	"2014-04-30 00:00:00.000"	65	"F"	"S"	"N"	0	"4710-306"	"BRAGA"	"BRAGA"
"2151"	"145895610"	"2011-11-09 00:00:00.000"	68	"M"	"M"	"Y"	1	"4425-656"	"PORTO"	"MAIA"
"2152"	"145896609"	"2008-10-31 00:00:00.000"	60	"F"	""	"Y"	1	"4435-005"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2153"	"145896749"	"2009-07-24 00:00:00.000"	71	"M"	"M"	"Y"	1	"4250-472"	"PORTO"	"PORTO"
"2154"	"146022068"	"2008-08-05 00:00:00.000"	46	"M"	""	"Y"	1	"4400-868"	"PORTO"	"V.N.GAIA"
"2155"	"146088263"	"2014-02-25 00:00:00.000"	55	"F"	""	"N"	0	"4250-334"	"PORTO"	"PORTO"
"2156"	"146156510"	"2009-05-04 00:00:00.000"	62	"F"	"M"	"N"	0	"4430-498"	"PORTO"	"V.N.GAIA"
"2157"	"146183665"	"2011-08-17 00:00:00.000"	49	"F"	"M"	"N"	0	"4050-282"	"PORTO"	"PORTO"
"2158"	"146197208"	"2013-01-31 00:00:00.000"	65	"F"	"M"	"Y"	4	"4430-896"	"PORTO"	"AVINTES"
"2159"	"146256077"	"2008-09-22 00:00:00.000"	69	"M"	""	"N"	1	"4050-506"	"PORTO"	"PORTO"
"2160"	"146373090"	"2008-12-06 00:00:00.000"	71	"M"	"M"	"Y"	1	"4150-504"	"PORTO"	"PORTO"
"2161"	"146397002"	"2013-08-28 00:00:00.000"	68	"M"	"M"	"Y"	1	"4435-285"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2162"	"146456807"	"2008-11-17 00:00:00.000"	55	"F"	"S"	"N"	0	"4445-085"	"PORTO"	"ALFENA"
"2163"	"146464826"	"2010-12-10 00:00:00.000"	41	"M"	"S"	"N"	0	"4200-221"	"PORTO"	"PORTO"
"2164"	"146470001"	"2009-10-23 00:00:00.000"	80	"F"	"M"	"N"	0	"4150-310"	"PORTO"	"PORTO"
"2165"	"146479270"	"2009-03-10 00:00:00.000"	66	"F"	""	"N"	0	"4150-642"	"PORTO"	"PORTO"
"2166"	"146484452"	"2009-10-23 00:00:00.000"	59	"M"	"S"	"N"	0	"4405-694"	"PORTO"	"V.N.GAIA"
"2167"	"146486641"	"2008-12-06 00:00:00.000"	64	"F"	"S"	"Y"	3	"4435-010"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2168"	"146486650"	"2009-03-10 00:00:00.000"	68	"M"	""	"Y"	3	"4435-010"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2169"	"146486978"	"2011-10-07 00:00:00.000"	64	"F"	"M"	"N"	0	"4445-345"	"PORTO"	"ERMESINDE"
"2170"	"146489667"	"2010-12-10 00:00:00.000"	54	"F"	""	"Y"	1	"4300-272"	"PORTO"	"PORTO"
"2171"	"146492870"	"2013-08-28 00:00:00.000"	51	"F"	""	"N"	0	"4250-193"	"PORTO"	"PORTO"
"2172"	"146495004"	"2014-07-03 00:00:00.000"	60	"F"	"S"	"N"	0	"4200-262"	"PORTO"	"PORTO"
"2173"	"146495144"	"2008-08-15 00:00:00.000"	44	"M"	""	"Y"	2	"4435-005"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2174"	"146495527"	"2014-07-22 00:00:00.000"	72	"F"	""	"N"	0	"4200-445"	"PORTO"	"PORTO"
"2175"	"146495675"	"2011-10-07 00:00:00.000"	66	"F"	"S"	"N"	0	"4250-365"	"PORTO"	"PORTO"
"2176"	"146496710"	"2008-01-01 00:00:00.000"	55	"M"	""	"N"	5	"4050-086"	"PORTO"	"PORTO"
"2177"	"146497244"	"2013-07-10 00:00:00.000"	57	"F"	"S"	"Y"	1	"4200-211"	"PORTO"	"PORTO"
"2178"	"146497708"	"2009-04-23 00:00:00.000"	66	"F"	"S"	"Y"	1	"4200-154"	"PORTO"	"PORTO"
"2179"	"146497759"	"2008-08-05 00:00:00.000"	59	"F"	"S"	"N"	0	"4745-476"	"PORTO"	"S.MAMEDE CORONADO"
"2180"	"146498003"	"2010-05-16 00:00:00.000"	60	"F"	"M"	"N"	0	"4470-143"	"PORTO"	"MAIA"
"2181"	"146501802"	"2013-03-17 00:00:00.000"	52	"F"	"S"	"Y"	1	"4425-653"	"PORTO"	"MAIA"
"2182"	"146506278"	"2008-11-17 00:00:00.000"	49	"F"	"S"	"Y"	4	"4420-450"	"RIO TINTO - GONDOMAR"	"VALBOM GDM"
"2183"	"146507681"	"2011-03-09 00:00:00.000"	54	"M"	""	"N"	0	"4250-073"	"PORTO"	"PORTO"
"2184"	"146508238"	"2008-08-05 00:00:00.000"	81	"F"	""	"Y"	1	"4200-096"	"PORTO"	"PORTO"
"2185"	"146511204"	"2010-06-28 00:00:00.000"	61	"M"	""	"Y"	1	"4400-106"	"PORTO"	"V.N.GAIA"
"2186"	"146513266"	"2009-05-20 00:00:00.000"	72	"F"	"S"	"N"	0	"4425-617"	"PORTO"	"MAIA"
"2187"	"146513304"	"2009-10-23 00:00:00.000"	62	"F"	"S"	"N"	0	"4425-004"	"PORTO"	"MAIA"
"2188"	"146513339"	"2014-01-30 00:00:00.000"	55	"F"	"S"	"N"	0	"4435-003"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2189"	"146515978"	"2009-03-10 00:00:00.000"	57	"F"	"M"	"Y"	3	"4250-170"	"PORTO"	"PORTO"
"2190"	"146516125"	"2008-12-09 00:00:00.000"	58	"M"	"M"	"N"	0	"4435-024"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2191"	"146516877"	"2009-07-31 00:00:00.000"	63	"M"	"S"	"Y"	3	"4450-239"	"PORTO"	"MATOSINHOS"
"2192"	"146517342"	"2013-10-31 00:00:00.000"	50	"M"	"M"	"Y"	1	"4200-132"	"PORTO"	"PORTO"
"2193"	"146517385"	"2008-01-01 00:00:00.000"	67	"M"	"M"	"N"	2	"4465-156"	"PORTO"	"SÃO MAMEDE DE INFESTA"
"2194"	"146517539"	"2012-11-09 00:00:00.000"	55	"F"	"S"	"N"	0	"4200-224"	"PORTO"	"PORTO"
"2195"	"146518411"	"2008-08-15 00:00:00.000"	64	"M"	"S"	"Y"	1	"4425-636"	"PORTO"	"MAIA "
"2196"	"146519655"	"2012-04-24 00:00:00.000"	58	"F"	"S"	"Y"	4	"4435-125"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2197"	"146524632"	"2008-11-17 00:00:00.000"	61	"F"	"M"	"Y"	1	"4250-533"	"PORTO"	"PORTO"
"2198"	"146525710"	"2008-09-22 00:00:00.000"	59	"F"	""	"Y"	1	"4050-255"	"PORTO"	"PORTO"
"2199"	"146577094"	"2009-04-06 00:00:00.000"	66	"F"	"M"	"N"	2	"4490-555"	"PORTO"	"PÓVOA DE VARZIM"
"2200"	"146638883"	"2013-03-17 00:00:00.000"	61	"F"	"S"	"N"	0	"4250-090"	"PORTO"	"PORTO"
"2201"	"146760506"	"2008-08-04 00:00:00.000"	76	"M"	"M"	"Y"	1	"4250-242"	"PORTO"	"PORTO"
"2202"	"146851161"	"2008-08-15 00:00:00.000"	52	"F"	"S"	"N"	0	"4405-791"	"PORTO"	"V.N.GAIA"
"2203"	"146864182"	"2012-12-12 00:00:00.000"	59	"M"	"S"	"Y"	1	"4405-783"	"PORTO"	"V.N.GAIA"
"2204"	"146867467"	"2012-11-09 00:00:00.000"	49	"F"	"M"	"Y"	2	"4050-378"	"PORTO"	"PORTO"
"2205"	"146868102"	"2010-05-16 00:00:00.000"	73	"F"	""	"Y"	2	"5525-651"	"OUTROS"	"MAIA"
"2206"	"146870050"	"2013-09-30 00:00:00.000"	62	"M"	"M"	"Y"	1	"4715-224"	"BRAGA"	"BRAGA"
"2207"	"146870484"	"2009-04-06 00:00:00.000"	65	"M"	""	"N"	0	"4465-043"	"PORTO"	"SÃO MAMEDE DE INFESTA"
"2208"	"146871936"	"2008-01-01 00:00:00.000"	56	"F"	"M"	"Y"	1	"4430-003"	"PORTO"	"V.N.GAIA"
"2209"	"146876466"	"2008-08-04 00:00:00.000"	64	"F"	""	"Y"	1	"4050-569"	"PORTO"	"PORTO"
"2210"	"146876717"	"2013-03-17 00:00:00.000"	50	"M"	""	"Y"	1	"4475-121"	"PORTO"	"MAIA"
"2211"	"146877500"	"2009-04-24 00:00:00.000"	55	"M"	"M"	"N"	0	"4000-054"	"PORTO"	"PORTO"
"2212"	"146888120"	"2012-01-31 00:00:00.000"	53	"F"	"M"	"N"	0	"4300-314"	"PORTO"	"PORTO"
"2213"	"146890680"	"2008-08-04 00:00:00.000"	54	"F"	""	"Y"	1	"4460-333"	"PORTO"	"SENHORA DA HORA"
"2214"	"146891740"	"2008-08-13 00:00:00.000"	64	"F"	"M"	"Y"	1	"4000-466"	"PORTO"	"PORTO"
"2215"	"146896190"	"2011-08-17 00:00:00.000"	63	"F"	""	"N"	0	"4250-274"	"PORTO"	"PORTO"
"2216"	"146903617"	"2009-03-12 00:00:00.000"	70	"M"	"S"	"N"	0	"4510-553"	"PORTO"	"FÂNZERES"
"2217"	"147003601"	"2009-04-06 00:00:00.000"	55	"M"	"M"	"Y"	1	"4510-625"	"PORTO"	"FÂNZERES"
"2218"	"147067545"	"2013-03-17 00:00:00.000"	62	"M"	"M"	"Y"	3	"4200-604"	"PORTO"	"PORTO"
"2219"	"147192072"	"2010-05-13 00:00:00.000"	51	"M"	""	"N"	0	"4440-127"	"PORTO"	"CAMPO VLG"
"2220"	"147199379"	"2013-08-28 00:00:00.000"	67	"F"	"S"	"Y"	3	"4425-647"	"PORTO"	"MAIA"
"2221"	"147199409"	"2009-03-12 00:00:00.000"	72	"F"	""	"N"	0	"4400-478"	"PORTO"	"V.N.GAIA"
"2222"	"14720076"	"2008-01-01 00:00:00.000"	61	"F"	"M"	"Y"	1	"4460-241"	"PORTO"	"SENHORA DA HORA"
"2223"	"147202248"	"2008-08-15 00:00:00.000"	61	"M"	"M"	"N"	0	"4100-487"	"PORTO"	"PORTO"
"2224"	"147206863"	"2012-04-24 00:00:00.000"	63	"M"	"M"	"Y"	3	"4510-199"	"PORTO"	"SÃO PEDRO DA COVA"
"2225"	"147207517"	"2009-11-20 00:00:00.000"	68	"F"	"M"	"Y"	4	"4000-188"	"PORTO"	"PORTO"
"2226"	"147268273"	"2009-06-12 00:00:00.000"	56	"F"	"M"	"Y"	3	"4420-465"	"RIO TINTO - GONDOMAR"	"VALBOM GDM"
"2227"	"147318645"	"2013-09-30 00:00:00.000"	62	"M"	""	"N"	0	"4250-321"	"PORTO"	"PORTO"
"2228"	"147327822"	"2008-09-25 00:00:00.000"	57	"F"	""	"Y"	1	"4150-530"	"PORTO"	"PORTO"
"2229"	"147333784"	"2011-11-09 00:00:00.000"	62	"M"	""	"Y"	1	"4430-210"	"PORTO"	"V.N.GAIA"
"2230"	"147334454"	"2009-07-31 00:00:00.000"	53	"F"	"M"	"N"	0	"5050-060"	"OUTROS"	"GODIM"
"2231"	"147346584"	"2008-01-01 00:00:00.000"	58	"F"	"M"	"Y"	2	"4250-187"	"PORTO"	"PORTO"
"2232"	"147346770"	"2014-09-05 00:00:00.000"	66	"M"	""	"Y"	3	"4000-193"	"PORTO"	"PORTO"
"2233"	"147365520"	"2009-07-31 00:00:00.000"	82	"M"	""	"N"	0	"4050-229"	"PORTO"	"PORTO"
"2234"	"147391156"	"2008-01-01 00:00:00.000"	74	"M"	""	"N"	0	"4795-672"	"PORTO"	"SÃO TOMÉ NEGRELOS"
"2235"	"147401488"	"2009-05-04 00:00:00.000"	60	"M"	"M"	"Y"	2	"4900-012"	"OUTROS"	"AFIFE"
"2236"	"147417066"	"2009-07-31 00:00:00.000"	48	"M"	"S"	"Y"	3	"4300-195"	"PORTO"	"PORTO"
"2237"	"147419328"	"2009-11-20 00:00:00.000"	68	"F"	"M"	"N"	1	"4470-351"	"PORTO"	"MAIA"
"2238"	"147419441"	"2008-10-31 00:00:00.000"	79	"M"	""	"N"	0	"4250-094"	"PORTO"	"PORTO"
"2239"	"147516072"	"2009-11-20 00:00:00.000"	69	"M"	"S"	"Y"	1	"4000-543"	"PORTO"	"PORTO"
"2240"	"147516110"	"2008-10-31 00:00:00.000"	63	"F"	"S"	"N"	0	"4465-122"	"PORTO"	"SÃO MAMEDE DE INFESTA"
"2241"	"147534798"	"2013-08-28 00:00:00.000"	56	"F"	""	"Y"	1	"4435-094"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2242"	"147544521"	"2014-09-05 00:00:00.000"	58	"M"	"S"	"Y"	3	"4715-286"	"BRAGA"	"BRAGA"
"2243"	"147544980"	"2013-10-15 00:00:00.000"	58	"M"	"M"	"Y"	4	"4700-219"	"BRAGA"	"BRAGA"
"2244"	"147557640"	"2009-10-23 00:00:00.000"	56	"M"	"S"	"N"	0	"4435-060"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2245"	"147577977"	"2013-07-10 00:00:00.000"	70	"M"	"S"	"Y"	1	"4430-129"	"PORTO"	"V.N.GAIA"
"2246"	"147581109"	"2009-05-25 00:00:00.000"	65	"M"	"M"	"N"	0	"4250-231"	"PORTO"	"PORTO"
"2247"	"147581869"	"2008-08-13 00:00:00.000"	63	"M"	""	"N"	1	"4050-066"	"PORTO"	"PORTO"
"2248"	"147602572"	"2009-06-29 00:00:00.000"	52	"M"	"M"	"Y"	1	"4435-212"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2249"	"147604834"	"2008-08-15 00:00:00.000"	49	"M"	"S"	"N"	0	"4000-206"	"PORTO"	"PORTO"
"2250"	"147604869"	"2011-11-24 00:00:00.000"	56	"F"	"M"	"Y"	1	"4200-087"	"PORTO"	"PORTO"
"2251"	"147606519"	"2009-05-25 00:00:00.000"	67	"M"	"S"	"Y"	1	"4200-451"	"PORTO"	"PORTO"
"2252"	"147617766"	"2009-07-24 00:00:00.000"	62	"M"	""	"N"	0	"4250-319"	"PORTO"	"PORTO"
"2253"	"147640911"	"2009-04-06 00:00:00.000"	65	"F"	""	"N"	3	"4400-004"	"PORTO"	"V.N.GAIA"
"2254"	"147642728"	"2009-04-23 00:00:00.000"	54	"F"	""	"Y"	1	"4200-271"	"PORTO"	"PORTO"
"2255"	"147650089"	"2010-05-13 00:00:00.000"	52	"M"	"S"	"N"	0	"4250-267"	"PORTO"	"PORTO"
"2256"	"147650259"	"2012-07-26 00:00:00.000"	53	"M"	""	"Y"	1	"4415-578"	"PORTO"	"CRESTUMA"
"2257"	"147679982"	"2013-05-03 00:00:00.000"	56	"M"	""	"Y"	2	"4425-010"	"PORTO"	"MAIA"
"2258"	"147680484"	"2010-05-13 00:00:00.000"	81	"F"	"M"	"Y"	1	"4000-179"	"PORTO"	"PORTO"
"2259"	"147725305"	"2009-04-06 00:00:00.000"	47	"F"	""	"Y"	1	"4465-255"	"PORTO"	"SÃO MAMEDE DE INFESTA"
"2260"	"147774330"	"2009-06-23 00:00:00.000"	55	"F"	""	"N"	0	"4425-656"	"PORTO"	"MAIA"
"2261"	"147802776"	"2013-10-31 00:00:00.000"	63	"M"	""	"Y"	2	"4715-213"	"BRAGA"	"BRAGA"
"2262"	"147805392"	"2008-09-22 00:00:00.000"	54	"M"	"S"	"N"	0	"4435-045"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"2263"	"147855160"	"2009-06-29 00:00:00.000"	74	"M"	""	"N"	0	"4580-319"	"PORTO"	"CETE"
"2264"	"147860393"	"2010-08-10 00:00:00.000"	63	"M"	"M"	"Y"	3	"4400-209"	"PORTO"	"V.N.GAIA"
"2265"	"147879299"	"2008-08-15 00:00:00.000"	55	"F"	"S"	"Y"	1	"4400-106"	"PORTO"	"V.N.GAIA"
"2266"	"147916135"	"2008-10-02 00:00:00.000"	81	"F"	"S"	"N"	0	"4430-038"	"PORTO"	"V.N.GAIA"
"2267"	"147950525"	"2013-10-07 00:00:00.000"	83	"F"	"S"	"N"	0	"4700-448"	"BRAGA"	"BRAGA"
"2268"	"147980216"	"2008-08-04 00:00:00.000"	65	"F"	"M"	"Y"	1	"4465-292"	"PORTO"	"S. MAMEDE DE INFESTA"
"2269"	"147980382"	"2011-11-09 00:00:00.000"	67	"M"	"M"	"Y"	1	"4250-050"	"PORTO"	"PORTO"
"2270"	"147997356"	"2012-07-26 00:00:00.000"	63	"M"	""	"Y"	1	"4300-198"	"PORTO"	"PORTO"
"2271"	"147998000"	"2009-02-11 00:00:00.000"	66	"F"	""	"N"	0	"4400-217"	"PORTO"	"V.N.GAIA"
"2272"	"147998824"	"2011-11-24 00:00:00.000"	52	"M"	"M"	"Y"	1	"5425-335"	"OUTROS"	"VIDAGO"
"2273"	"148000096"	"2008-01-01 00:00:00.000"	53	"F"	"S"	"N"	0	"4480-874"	"PORTO"	"VILA DO CONDE"
"2274"	"148024939"	"2010-05-16 00:00:00.000"	66	"M"	"S"	"Y"	1	"4400-238"	"PORTO"	"V.N.GAIA"
"2275"	"148045901"	"2009-06-12 00:00:00.000"	48	"F"	"M"	"N"	0	"4500-644"	"OUTROS"	"ESPINHO"
"2276"	"148093310"	"2013-01-31 00:00:00.000"	63	"F"	""	"Y"	1	"4200-085"	"PORTO"	"PORTO"
"2277"	"148094716"	"2009-02-11 00:00:00.000"	55	"M"	""	"Y"	1	"4430-534"	"PORTO"	"V.N.GAIA"
