"Client"	"RegistrationDt"	"Age"	"Gender"	"MaritalStatus"	"HasChildren"	"NumChildren"	"PostalCode"	"Zone"	"City"
"11093"	"249787822"	"2008-08-13 00:00:00.000"	26	"M"	"M"	"Y"	1	"4435-055"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11094"	"249789027"	"2011-03-09 00:00:00.000"	26	"M"	"M"	"N"	0	"9700-368"	"OUTROS"	"PORTO JUDEU"
"11095"	"249794535"	"2008-10-09 00:00:00.000"	26	"F"	"S"	"N"	0	"2675-535"	"OUTROS"	"ODIVELAS"
"11096"	"249846667"	"2012-12-12 00:00:00.000"	24	"F"	""	"N"	0	"4440-670"	"PORTO"	"VALONGO"
"11097"	"249855160"	"2013-11-28 00:00:00.000"	22	"F"	""	"N"	0	"4000-020"	"PORTO"	"PORTO"
"11098"	"249886634"	"2012-10-12 00:00:00.000"	21	"F"	""	"Y"	4	"4780-133"	"PORTO"	"SANTO TIRSO"
"11099"	"249898098"	"2013-07-10 00:00:00.000"	27	"M"	"S"	"N"	0	"4500-045"	"OUTROS"	"ESPINHO"
"11100"	"249899876"	"2012-07-26 00:00:00.000"	26	"M"	"M"	"N"	0	"4500-692"	"OUTROS"	"NOGUEIRA DA REGEDOURA"
"11101"	"249928914"	"2014-02-25 00:00:00.000"	19	"M"	""	"N"	0	"4425-122"	"PORTO"	"ALFENA"
"11102"	"249943492"	"2009-12-14 00:00:00.000"	28	"M"	"M"	"Y"	1	"4050-491"	"PORTO"	"PORTO"
"11103"	"249967510"	"2009-06-29 00:00:00.000"	27	"M"	"M"	"Y"	2	"4200-107"	"PORTO"	"PORTO"
"11104"	"249987449"	"2010-05-16 00:00:00.000"	24	"M"	"M"	"Y"	1	"4430-684"	"PORTO"	"V.N.GAIA"
"11105"	"250017059"	"2014-02-25 00:00:00.000"	21	"F"	""	"N"	1	"4710-403"	"BRAGA"	"BRAGA"
"11106"	"250093928"	"2013-10-31 00:00:00.000"	25	"F"	""	"N"	0	"4435-032"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11107"	"250120674"	"2013-07-10 00:00:00.000"	27	"M"	""	"N"	0	"4420-155"	"RIO TINTO - GONDOMAR"	"GONDOMAR"
"11108"	"250131587"	"2009-04-07 00:00:00.000"	23	"M"	"M"	"N"	1	"9370-253"	"OUTROS"	"ESTREITO DA CALHETA"
"11109"	"250140934"	"2008-12-09 00:00:00.000"	29	"F"	""	"N"	0	"4510-532"	"PORTO"	"FÂNZERES"
"11110"	"250147998"	"2014-02-25 00:00:00.000"	20	"F"	"S"	"Y"	1	"4660-091"	"OUTROS"	"FREIGIL"
"11111"	"250171503"	"2013-10-15 00:00:00.000"	23	"F"	"M"	"N"	0	"4700-217"	"BRAGA"	"BRAGA"
"11112"	"250202255"	"2012-08-24 00:00:00.000"	26	"M"	"S"	"Y"	2	"4405-736"	"PORTO"	" V.N.GAIA"
"11113"	"250209225"	"2009-04-24 00:00:00.000"	30	"M"	"S"	"N"	0	"4440-348"	"PORTO"	"SOBRADO"
"11114"	"250261588"	"2010-05-16 00:00:00.000"	47	"M"	"S"	"Y"	1	"4000-043"	"PORTO"	"PORTO"
"11115"	"250270315"	"2014-07-03 00:00:00.000"	21	"F"	"S"	"N"	0	"4700-432"	"BRAGA"	"BRAGA"
"11116"	"250332647"	"2009-11-20 00:00:00.000"	25	"M"	""	"N"	0	"4200-022"	"PORTO"	"PORTO"
"11117"	"250335190"	"2014-02-25 00:00:00.000"	25	"F"	"M"	"Y"	1	"2665-130"	"OUTROS"	"GRADIL"
"11118"	"250339161"	"2010-08-10 00:00:00.000"	27	"M"	""	"Y"	1	"4250-472"	"PORTO"	"PORTO"
"11119"	"250372665"	"2008-01-01 00:00:00.000"	28	"M"	"M"	"N"	0	"4050-198"	"PORTO"	"PORTO"
"11120"	"250455633"	"2009-06-29 00:00:00.000"	22	"M"	""	"N"	0	"4820-749"	"BRAGA"	"ARÕES ( SÃO ROMÃO )"
"11121"	"250462150"	"2013-08-28 00:00:00.000"	24	"F"	"M"	"N"	0	"4425-697"	"PORTO"	"MAIA"
"11122"	"250493730"	"2013-12-06 00:00:00.000"	17	"M"	""	"N"	0	"4585-481"	"PORTO"	"SOBREIRA"
"11123"	"250505746"	"2008-08-15 00:00:00.000"	23	"M"	"M"	"Y"	3	"4435-491"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11124"	"250521482"	"2011-03-09 00:00:00.000"	26	"F"	"M"	"Y"	3	"4435-393"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11125"	"250536170"	"2011-10-07 00:00:00.000"	24	"M"	""	"Y"	3	"4560-200"	"PORTO"	"LAGARES PNF"
"11126"	"250561263"	"2013-03-17 00:00:00.000"	23	"F"	"S"	"N"	0	"4435-255"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11127"	"250572427"	"2014-04-30 00:00:00.000"	24	"F"	"M"	"Y"	1	"4700-098"	"BRAGA"	"BRAGA"
"11128"	"250608014"	"2012-06-08 00:00:00.000"	26	"M"	"S"	"N"	0	"3810-798"	"OUTROS"	"OLIVEIRINHA"
"11129"	"250620570"	"2012-01-31 00:00:00.000"	23	"M"	""	"N"	0	"4510-670"	"PORTO"	"FÂNZERES"
"11130"	"250660679"	"2010-05-16 00:00:00.000"	29	"M"	"M"	"Y"	1	"4825-118"	"PORTO"	"ÁGUA LONGA"
"11131"	"250681730"	"2014-01-30 00:00:00.000"	25	"M"	""	"Y"	1	"4430-086"	"PORTO"	"V.N.GAIA"
"11132"	"250685442"	"2009-04-07 00:00:00.000"	24	"F"	"M"	"Y"	4	"4435-125"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11133"	"250699818"	"2008-12-09 00:00:00.000"	25	"M"	""	"N"	1	"8100-273"	"OUTROS"	"LOULÉ"
"11134"	"250709643"	"2009-07-24 00:00:00.000"	28	"F"	""	"Y"	1	"5070"	"OUTROS"	"FAVAIOS"
"11135"	"250799987"	"2010-05-16 00:00:00.000"	24	"F"	""	"N"	0	"4460-246"	"PORTO"	"SENHORA DA HORA"
"11136"	"250813157"	"2009-03-12 00:00:00.000"	40	"M"	""	"N"	0	"6000-054"	"OUTROS"	"CASTELO BRANCO"
"11137"	"250817233"	"2013-10-07 00:00:00.000"	24	"M"	""	"N"	0	"4435-104"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11138"	"250847620"	"2010-12-10 00:00:00.000"	24	"F"	"M"	"Y"	5	"4425-636"	"PORTO"	"MAIA"
"11139"	"250876027"	"2011-03-09 00:00:00.000"	45	"F"	"M"	"Y"	4	"4430-121"	"PORTO"	"V.N.GAIA"
"11140"	"250928329"	"2014-04-01 00:00:00.000"	23	"F"	"S"	"N"	0	"4435-472"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11141"	"250929007"	"2008-09-22 00:00:00.000"	25	"F"	"M"	"Y"	1	"4435-026"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11142"	"250963167"	"2014-07-22 00:00:00.000"	19	"F"	"S"	"Y"	2	"4700-659"	"BRAGA"	"PADIM DA GRAÇA"
"11143"	"250966522"	"2008-12-06 00:00:00.000"	34	"F"	"S"	"N"	0	"4435-281"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11144"	"250985187"	"2009-11-20 00:00:00.000"	26	"M"	""	"N"	0	"4475-096"	"PORTO"	"MAIA"
"11145"	"251023311"	"2014-02-25 00:00:00.000"	25	"M"	"S"	"N"	0	"4700-290"	"BRAGA"	"BRAGA"
"11146"	"251023486"	"2014-04-01 00:00:00.000"	30	"F"	"S"	"Y"	2	"4700-121"	"BRAGA"	"BRAGA"
"11147"	"251023826"	"2008-08-15 00:00:00.000"	25	"F"	"S"	"N"	0	"4430-105"	"PORTO"	"V.N.GAIA"
"11148"	"251037770"	"2013-03-17 00:00:00.000"	26	"F"	"S"	"N"	0	"5100-192"	"OUTROS"	"LAMEGO"
"11149"	"251046885"	"2011-08-17 00:00:00.000"	26	"F"	""	"Y"	1	"4405-791"	"PORTO"	"V.N.GAIA"
"11150"	"251074102"	"2014-04-01 00:00:00.000"	25	"M"	"S"	"N"	0	"4705-133"	"BRAGA"	"BRAGA"
"11151"	"251096947"	"2012-11-09 00:00:00.000"	28	"M"	"S"	"N"	0	"4050-176"	"PORTO"	"PORTO"
"11152"	"251150500"	"2010-12-10 00:00:00.000"	23	"F"	"M"	"Y"	1	"4415-188"	"PORTO"	"PEDROSO"
"11153"	"251156575"	"2013-12-06 00:00:00.000"	28	"M"	"S"	"N"	0	"4585-009"	"PORTO"	"AGUIAR DE SOUSA"
"11154"	"251206327"	"2008-10-31 00:00:00.000"	28	"M"	"M"	"Y"	1	"4750-513"	"BRAGA"	"LAMA BCL"
"11155"	"251213552"	"2013-01-31 00:00:00.000"	23	"M"	"S"	"N"	0	"4000-397"	"PORTO"	"PORTO"
"11156"	"251217523"	"2009-05-04 00:00:00.000"	23	"F"	"M"	"N"	2	"4300-433"	"PORTO"	"PORTO"
"11157"	"251229580"	"2009-11-20 00:00:00.000"	23	"M"	"M"	"Y"	2	"4755-312"	"BRAGA"	"MARTIM"
"11158"	"251231070"	"2014-02-25 00:00:00.000"	25	"F"	"M"	"Y"	1	"4715-148"	"BRAGA"	"BRAGA"
"11159"	"251256510"	"2008-09-22 00:00:00.000"	26	"F"	""	"Y"	1	"4435-111"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11160"	"251305325"	"2014-02-25 00:00:00.000"	24	"M"	"S"	"Y"	3	"4710-004"	"BRAGA"	"CRESPOS"
"11161"	"251309312"	"2012-04-24 00:00:00.000"	25	"M"	"S"	"N"	0	"4000-135"	"PORTO"	"PORTO"
"11162"	"251311473"	"2011-06-17 00:00:00.000"	27	"M"	"M"	"Y"	1	"4445-361"	"PORTO"	"ERMESINDE"
"11163"	"251311660"	"2008-12-06 00:00:00.000"	35	"F"	""	"N"	0	"4430-094"	"PORTO"	"V.N.GAIA"
"11164"	"251323838"	"2009-06-23 00:00:00.000"	27	"M"	"M"	"Y"	4	"4050-605"	"PORTO"	"PORTO"
"11165"	"251329879"	"2008-12-09 00:00:00.000"	23	"F"	"M"	"N"	1	"4435-468"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11166"	"251341399"	"2013-12-06 00:00:00.000"	28	"F"	"S"	"Y"	2	"4600-730"	"PORTO"	"SANCHE"
"11167"	"251352617"	"2012-12-12 00:00:00.000"	26	"M"	"S"	"N"	0	"4250-219"	"PORTO"	"PORTO"
"11168"	"251380114"	"2014-09-05 00:00:00.000"	23	"F"	"M"	"Y"	2	"2005-169"	"OUTROS"	"SANTARÉM"
"11169"	"251418545"	"2013-03-17 00:00:00.000"	23	"M"	"M"	"Y"	1	"4425-057"	"PORTO"	"MAIA"
"11170"	"251484653"	"2010-08-10 00:00:00.000"	28	"M"	"S"	"N"	0	"3240-124"	"OUTROS"	"ANSIÃO"
"11171"	"251495418"	"2014-02-25 00:00:00.000"	26	"M"	"S"	"N"	0	"4700-407"	"BRAGA"	"BRAGA"
"11172"	"251535738"	"2008-12-09 00:00:00.000"	27	"F"	"S"	"Y"	1	"4200-243"	"PORTO"	"PORTO"
"11173"	"251541061"	"2014-09-05 00:00:00.000"	24	"F"	"M"	"Y"	1	"4435-145"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11174"	"251548678"	"2014-07-03 00:00:00.000"	24	"F"	""	"Y"	1	"4705-157"	"BRAGA"	"BRAGA"
"11175"	"251557251"	"2013-09-30 00:00:00.000"	22	"F"	"S"	"N"	0	"4535-404"	"OUTROS"	"SANTA MARIA DE LAMAS"
"11176"	"251620921"	"2012-11-09 00:00:00.000"	26	"M"	""	"Y"	1	"4430-452"	"PORTO"	"V.N.GAIA"
"11177"	"251649814"	"2013-11-29 00:00:00.000"	22	"M"	"M"	"N"	0	"4510-501"	"PORTO"	"FÂNZERES"
"11178"	"251678814"	"2011-10-07 00:00:00.000"	20	"M"	""	"N"	0	"4050-102"	"PORTO"	"PORTO"
"11179"	"251685837"	"2013-01-31 00:00:00.000"	30	"F"	""	"Y"	2	"4200-061"	"PORTO"	"PORTO"
"11180"	"251700054"	"2009-03-10 00:00:00.000"	26	"M"	"M"	"Y"	2	"4750-464"	"BRAGA"	"GALEGOS ( SANTA MARIA )"
"11181"	"251705382"	"2011-08-17 00:00:00.000"	25	"M"	"S"	"N"	0	"4440-318"	"PORTO"	"SOBRADO"
"11182"	"251736563"	"2013-10-15 00:00:00.000"	21	"F"	"S"	"Y"	3	"4470-618"	"PORTO"	"MAIA"
"11183"	"251742601"	"2014-02-25 00:00:00.000"	24	"F"	""	"N"	0	"4840-140"	"BRAGA"	"VILAR TBR"
"11184"	"251750027"	"2012-04-24 00:00:00.000"	26	"F"	"M"	"Y"	4	"4050-123"	"PORTO"	"PORTO"
"11185"	"251793010"	"2014-07-22 00:00:00.000"	20	"F"	"S"	"N"	0	"4490-568"	"PORTO"	"PÓVOA DE VARZIM"
"11186"	"251822656"	"2012-07-26 00:00:00.000"	26	"M"	"S"	"N"	0	"4430-112"	"PORTO"	"V.N.GAIA"
"11187"	"251845443"	"2013-01-31 00:00:00.000"	25	"M"	"S"	"N"	0	"4445-308"	"PORTO"	"ERMESINDE"
"11188"	"251854957"	"2014-02-25 00:00:00.000"	26	"F"	"M"	"Y"	5	"4710-730"	"BRAGA"	"POUSADA BRG"
"11189"	"251864847"	"2014-02-25 00:00:00.000"	26	"M"	""	"Y"	1	"4705-673"	"BRAGA"	"FRADELOS BRG"
"11190"	"251897532"	"2011-03-09 00:00:00.000"	26	"M"	"S"	"N"	0	"4350-302"	"PORTO"	"PORTO"
"11191"	"251900231"	"2008-08-13 00:00:00.000"	27	"M"	"S"	"Y"	1	"4250-108"	"PORTO"	"PORTO"
"11192"	"251920925"	"2014-02-25 00:00:00.000"	25	"M"	"S"	"N"	0	"4700-409"	"BRAGA"	"BRAGA"
"11193"	"251920992"	"2011-05-22 00:00:00.000"	26	"M"	""	"Y"	1	"4050-272"	"PORTO"	"PORTO"
"11194"	"251926834"	"2012-01-31 00:00:00.000"	23	"F"	"M"	"Y"	1	"4755-491"	"BRAGA"	"RIO COVO ( SANTA EULÁLIA)"
"11195"	"251947394"	"2013-07-10 00:00:00.000"	37	"F"	""	"N"	0	"4300-194"	"PORTO"	"PORTO"
"11196"	"251980596"	"2011-03-09 00:00:00.000"	22	"F"	"M"	"Y"	1	"4435-222"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11197"	"252004701"	"2014-07-03 00:00:00.000"	25	"M"	""	"Y"	2	"2705-537"	"OUTROS"	"SÃO JOÃO DAS LAMPAS"
"11198"	"252043618"	"2014-04-01 00:00:00.000"	23	"F"	"S"	"N"	1	"4435-044"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11199"	"252052811"	"2014-07-03 00:00:00.000"	27	"F"	"M"	"Y"	3	"4810-508"	"BRAGA"	"GUIMARÃES"
"11200"	"252058062"	"2010-08-10 00:00:00.000"	26	"F"	"M"	"N"	0	"4150-193"	"PORTO"	"PORTO"
"11201"	"252059620"	"2014-07-03 00:00:00.000"	26	"F"	""	"Y"	1	"4720-132"	"BRAGA"	"BESTEIROS AMR"
"11202"	"252168577"	"2013-07-10 00:00:00.000"	25	"F"	"M"	"N"	1	"4415-015"	"PORTO"	"PEROSINHO"
"11203"	"252237536"	"2009-06-29 00:00:00.000"	29	"M"	"S"	"Y"	1	"4430-458"	"PORTO"	"V.N.GAIA"
"11204"	"252240545"	"2010-06-28 00:00:00.000"	25	"M"	"S"	"N"	0	"4470-066"	"PORTO"	"MAIA"
"11205"	"252244826"	"2013-12-06 00:00:00.000"	18	"F"	"M"	"Y"	1	"4445-367"	"PORTO"	"ERMESINDE"
"11206"	"252280555"	"2009-05-04 00:00:00.000"	28	"F"	""	"Y"	2	"4350-076"	"PORTO"	"PORTO"
"11207"	"252294467"	"2009-05-25 00:00:00.000"	43	"F"	""	"N"	0	"4200-433"	"PORTO"	"PORTO"
"11208"	"252317815"	"2010-05-13 00:00:00.000"	27	"F"	"M"	"N"	1	"4575-200"	"PORTO"	"PENAFIEL"
"11209"	"252369890"	"2009-06-12 00:00:00.000"	24	"M"	""	"Y"	1	"4405-570"	"PORTO"	"V.N.GAIA"
"11210"	"252382935"	"2014-01-30 00:00:00.000"	23	"M"	"S"	"Y"	1	"4715-049"	"BRAGA"	"BRAGA"
"11211"	"252391187"	"2013-07-10 00:00:00.000"	26	"M"	"S"	"N"	0	"4460-366"	"PORTO"	"SENHORA DA HORA"
"11212"	"252605020"	"2013-12-06 00:00:00.000"	28	"F"	"M"	"Y"	1	"4465-120"	"PORTO"	"SÃO MAMEDE DE INFESTA"
"11213"	"252607980"	"2012-01-31 00:00:00.000"	24	"M"	"S"	"Y"	4	"4430-569"	"PORTO"	"V.N.GAIA"
"11214"	"252613171"	"2008-08-04 00:00:00.000"	35	"F"	""	"Y"	1	"4445-556"	"PORTO"	"ERMESINDE"
"11215"	"252629990"	"2013-01-31 00:00:00.000"	23	"M"	""	"Y"	1	"4510-555"	"PORTO"	"FÃNZERES"
"11216"	"252652231"	"2008-01-01 00:00:00.000"	26	"M"	"S"	"Y"	2	"4250-062"	"PORTO"	"PORTO"
"11217"	"252660510"	"2012-01-31 00:00:00.000"	24	"F"	"S"	"N"	0	"4470-214"	"PORTO"	"MAIA"
"11218"	"252688260"	"2014-09-05 00:00:00.000"	24	"M"	""	"Y"	1	"4755-311"	"BRAGA"	"MARTIM"
"11219"	"252705025"	"2009-05-04 00:00:00.000"	26	"M"	"S"	"Y"	1	"4430-116"	"PORTO"	"V.N.GAIA"
"11220"	"252740478"	"2008-10-09 00:00:00.000"	27	"F"	"M"	"Y"	3	"4405-715"	"PORTO"	"V.N.GAIA"
"11221"	"252759940"	"2014-04-01 00:00:00.000"	23	"M"	"S"	"N"	0	"4445-413"	"PORTO"	"ERMESINDE"
"11222"	"252778529"	"2014-09-05 00:00:00.000"	44	"F"	"S"	"N"	1	"2415-614"	"OUTROS"	"LEIRIA"
"11223"	"252796730"	"2013-07-10 00:00:00.000"	26	"M"	"M"	"Y"	1	"4000-222"	"PORTO"	"PORTO"
"11224"	"252803361"	"2013-09-30 00:00:00.000"	18	"M"	"M"	"Y"	1	"4700-150"	"BRAGA"	"BRAGA"
"11225"	"252810708"	"2008-11-17 00:00:00.000"	28	"M"	""	"N"	0	"2305-114"	"OUTROS"	"ASSEICEIRA TMR"
"11226"	"252845846"	"2014-02-25 00:00:00.000"	23	"M"	""	"Y"	1	"4700-845"	"BRAGA"	"SÃO PAIO MERELIM"
"11227"	"252845986"	"2014-04-30 00:00:00.000"	21	"M"	"M"	"N"	0	"4700-446"	"BRAGA"	"BRAGA"
"11228"	"252881060"	"2014-04-30 00:00:00.000"	27	"F"	"S"	"Y"	2	"4705-189"	"BRAGA"	"BRAGA"
"11229"	"252947174"	"2011-11-24 00:00:00.000"	26	"F"	"S"	"N"	0	"4425-607"	"PORTO"	"MAIA"
"11230"	"252958462"	"2008-10-31 00:00:00.000"	27	"F"	"S"	"Y"	3	"4420-386"	"RIO TINTO - GONDOMAR"	"VALBOM GDM"
"11231"	"253025613"	"2011-05-22 00:00:00.000"	27	"F"	"M"	"Y"	1	"4935-581"	"OUTROS"	"CHAFÉ"
"11232"	"253037123"	"2012-07-26 00:00:00.000"	31	"F"	"M"	"Y"	1	"4420-494"	"RIO TINTO - GONDOMAR"	"VALBOM GDM"
"11233"	"253051347"	"2013-05-03 00:00:00.000"	24	"F"	"S"	"Y"	1	"4425-617"	"PORTO"	"MAIA"
"11234"	"253087694"	"2009-06-23 00:00:00.000"	25	"M"	"S"	"N"	0	"3720-851"	"OUTROS"	"VILA DE CUCUJÃES"
"11235"	"253098416"	"2009-06-29 00:00:00.000"	24	"F"	""	"N"	0	"4785-331"	"PORTO"	"TROFA"
"11236"	"253098505"	"2009-02-11 00:00:00.000"	24	"F"	""	"Y"	1	"4785-331"	"PORTO"	"TROFA"
"11237"	"253105714"	"2011-10-07 00:00:00.000"	26	"F"	"M"	"N"	1	"4485-704"	"PORTO"	"VILA CHÃ VCD"
"11238"	"253142628"	"2009-06-23 00:00:00.000"	26	"F"	""	"Y"	2	"4050-410"	"PORTO"	"PORTO"
"11239"	"253142768"	"2011-10-07 00:00:00.000"	30	"F"	"M"	"N"	1	"4440-777"	"PORTO"	"VALONGO"
"11240"	"253159610"	"2012-12-12 00:00:00.000"	25	"M"	""	"N"	0	"4400-107"	"PORTO"	"V.N.GAIA"
"11241"	"253171113"	"2011-11-24 00:00:00.000"	29	"M"	"M"	"Y"	1	"4425-208"	"PORTO"	"MAIA"
"11242"	"253179157"	"2012-04-24 00:00:00.000"	27	"M"	"S"	"Y"	1	"4430-533"	"PORTO"	"V.N.GAIA"
"11243"	"253189454"	"2008-12-09 00:00:00.000"	29	"M"	""	"Y"	3	"4100-347"	"PORTO"	"PORTO"
"11244"	"253192714"	"2012-04-24 00:00:00.000"	21	"M"	"M"	"Y"	1	"4585-720"	"PORTO"	"SOBREIRA"
"11245"	"253232082"	"2012-06-08 00:00:00.000"	20	"F"	"S"	"Y"	1	"4435-025"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11246"	"253245770"	"2009-10-23 00:00:00.000"	28	"F"	""	"Y"	1	"4435-043"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11247"	"253249686"	"2012-11-09 00:00:00.000"	25	"F"	"M"	"Y"	1	"4575-004"	"PORTO"	"ALPENDURADA E MATOS"
"11248"	"253263751"	"2010-06-28 00:00:00.000"	24	"M"	""	"N"	0	"4410-305"	"PORTO"	"CANELAS VNG"
"11249"	"253342406"	"2014-01-30 00:00:00.000"	25	"F"	""	"Y"	1	"4705-033"	"BRAGA"	"AVELEDA BRG"
"11250"	"253366445"	"2014-04-30 00:00:00.000"	24	"M"	""	"N"	0	"4705-671"	"BRAGA"	"TADIM"
"11251"	"253399041"	"2008-09-22 00:00:00.000"	26	"F"	"S"	"Y"	2	"4300-104"	"PORTO"	"PORTO"
"11252"	"253424194"	"2009-04-07 00:00:00.000"	25	"F"	"M"	"Y"	1	"4460-314"	"PORTO"	"SENHORA DA HORA"
"11253"	"253478928"	"2014-01-30 00:00:00.000"	27	"F"	"S"	"N"	0	"4730-580"	"BRAGA"	"LAGOA VVD"
"11254"	"253496063"	"2013-01-31 00:00:00.000"	25	"M"	"S"	"Y"	1	"4300-410"	"PORTO"	"PORTO"
"11255"	"253519837"	"2009-05-25 00:00:00.000"	21	"M"	"S"	"N"	0	"4300-121"	"PORTO"	"PORTO"
"11256"	"253526035"	"2013-01-31 00:00:00.000"	24	"M"	""	"N"	0	"4435-234"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11257"	"253541913"	"2014-04-01 00:00:00.000"	39	"M"	"M"	"Y"	1	"4700-233"	"BRAGA"	"BRAGA"
"11258"	"253556210"	"2009-07-31 00:00:00.000"	25	"M"	"M"	"N"	0	"4050-126"	"PORTO"	"PORTO"
"11259"	"253558085"	"2014-04-01 00:00:00.000"	27	"M"	"M"	"N"	0	"4715-214"	"BRAGA"	"BRAGA"
"11260"	"253565979"	"2011-05-22 00:00:00.000"	27	"F"	""	"Y"	1	"4200-161"	"PORTO"	"PORTO"
"11261"	"253573106"	"2011-10-07 00:00:00.000"	25	"M"	"S"	"N"	0	"4400-182"	"PORTO"	"V.N.GAIA"
"11262"	"253579155"	"2013-07-10 00:00:00.000"	47	"M"	""	"N"	0	"4420-430"	"RIO TINTO - GONDOMAR"	"VALBOM GDM"
"11263"	"253593727"	"2012-08-24 00:00:00.000"	21	"M"	"M"	"N"	0	"4425-621"	"PORTO"	" MAIA"
"11264"	"253603170"	"2009-04-24 00:00:00.000"	27	"M"	""	"N"	0	"4300-072"	"PORTO"	"PORTO"
"11265"	"253623430"	"2013-12-06 00:00:00.000"	27	"M"	""	"N"	0	"4425-663"	"PORTO"	"MAIA"
"11266"	"253626598"	"2012-01-31 00:00:00.000"	27	"F"	"S"	"Y"	1	"4420-368"	"RIO TINTO - GONDOMAR"	"VALBOM GDM"
"11267"	"253642876"	"2014-07-03 00:00:00.000"	27	"M"	"S"	"N"	0	"4700-116"	"BRAGA"	"BRAGA"
"11268"	"253646804"	"2013-10-31 00:00:00.000"	21	"M"	"M"	"Y"	1	"4050-218"	"PORTO"	"PORTO"
"11269"	"253651522"	"2014-07-03 00:00:00.000"	25	"F"	"S"	"N"	0	"4150-230"	"PORTO"	"PORTO"
"11270"	"253669871"	"2013-05-03 00:00:00.000"	20	"F"	"M"	"Y"	1	"4420-538"	"RIO TINTO - GONDOMAR"	"VALBOM GDM"
"11271"	"253702534"	"2010-12-10 00:00:00.000"	23	"M"	"S"	"N"	0	"4705-772"	"BRAGA"	"CABREIROS BRG"
"11272"	"253764475"	"2011-05-22 00:00:00.000"	25	"M"	""	"Y"	1	"4050-123"	"PORTO"	"PORTO"
"11273"	"253775760"	"2010-03-11 00:00:00.000"	27	"M"	"S"	"N"	0	"4580-418"	"PORTO"	"LORDELO PRD"
"11274"	"253777070"	"2011-08-17 00:00:00.000"	21	"M"	"M"	"Y"	3	"4410-368"	"PORTO"	"ARCOZELO VNG"
"11275"	"253817099"	"2009-02-11 00:00:00.000"	28	"F"	"M"	"Y"	1	"4050-597"	"PORTO"	"PORTO"
"11276"	"253827680"	"2009-10-23 00:00:00.000"	24	"F"	""	"N"	0	"4435-015"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11277"	"253867606"	"2009-02-11 00:00:00.000"	67	"F"	"S"	"N"	1	"4000-480"	"PORTO"	"PORTO"
"11278"	"253907411"	"2011-11-09 00:00:00.000"	26	"F"	"S"	"N"	0	"4050-372"	"PORTO"	"PORTO"
"11279"	"253911108"	"2010-03-11 00:00:00.000"	47	"M"	""	"Y"	3	"1675-616"	"OUTROS"	"PONTINHA"
"11280"	"253911109"	"2010-03-11 00:00:00.000"	25	"M"	"M"	"Y"	1	"1675-616"	"OUTROS"	"PONTINHA"
"11281"	"253913519"	"2012-08-24 00:00:00.000"	20	"F"	""	"Y"	1	"4470-158"	"PORTO"	" MAIA"
"11282"	"253924545"	"2013-03-17 00:00:00.000"	22	"F"	"M"	"N"	0	"4435-010"	"RIO TINTO - GONDOMAR"	"RIO TINTO"
"11283"	"253977061"	"2014-09-05 00:00:00.000"	25	"M"	"S"	"Y"	1	"4000-296"	"PORTO"	"PORTO"
"11284"	"254134440"	"2012-08-24 00:00:00.000"	25	"M"	"M"	"Y"	1	"4200-499"	"PORTO"	" PORTO"
"11285"	"254138080"	"2009-01-08 00:00:00.000"	34	"M"	"M"	"Y"	3	"4430-046"	"PORTO"	"V.N.GAIA"
"11286"	"254224903"	"2011-10-07 00:00:00.000"	32	"F"	"M"	"Y"	2	"4000-054"	"PORTO"	"PORTO"
"11287"	"254233503"	"2008-12-06 00:00:00.000"	27	"M"	""	"N"	0	"4430-482"	"PORTO"	"V.N.GAIA"
"11288"	"254244998"	"2014-04-30 00:00:00.000"	20	"F"	"M"	"N"	0	"9000-771"	"OUTROS"	"FUNCHAL"
"11289"	"254301630"	"2008-08-05 00:00:00.000"	26	"M"	"S"	"N"	0	"4200-138"	"PORTO"	"PORTO"
"11290"	"254344011"	"2009-05-25 00:00:00.000"	28	"M"	""	"Y"	1	"4050-077"	"PORTO"	"PORTO"
"11291"	"254352561"	"2009-10-23 00:00:00.000"	25	"M"	""	"N"	0	"4805-029"	"BRAGA"	"BRITO"
"11292"	"254397980"	"2012-01-31 00:00:00.000"	24	"M"	"S"	"N"	0	"4560-112"	"PORTO"	"FONTE ARCADA PNF"
"11293"	"254399010"	"2014-04-01 00:00:00.000"	26	"F"	"S"	"N"	0	"4785-269"	"PORTO"	"TROFA"
